tool,execution_id,project,caller_class,callee_class,type,covered_lines,total_lines,line_coverage_perc,killed_mutants,total_mutants,mutation_coverage_perc
evosuite-callee5,9,closure,com.google.javascript.jscomp.NodeUtil,com.google.javascript.rhino.Node,call,700,724,97,1707,2336,73
evosuite-caller5,9,closure,com.google.javascript.jscomp.NodeUtil,com.google.javascript.rhino.Node,call,701,724,97,1704,2336,73
randoop,9,closure,com.google.javascript.jscomp.NodeUtil,com.google.javascript.rhino.Node,call,614,724,85,1395,2336,60
randoop-callee5,9,closure,com.google.javascript.jscomp.NodeUtil,com.google.javascript.rhino.Node,call,598,724,83,1294,2336,55
randoop-caller5,9,closure,com.google.javascript.jscomp.NodeUtil,com.google.javascript.rhino.Node,call,6,724,1,0,2336,0
cling,9,closure,com.google.javascript.rhino.JSDocInfoBuilder,com.google.javascript.rhino.JSDocInfo,call,271,343,79,738,954,77
evosuite-callee5,9,closure,com.google.javascript.rhino.JSDocInfoBuilder,com.google.javascript.rhino.JSDocInfo,call,0,343,0,0,954,0
evosuite-caller5,9,closure,com.google.javascript.rhino.JSDocInfoBuilder,com.google.javascript.rhino.JSDocInfo,call,236,343,69,476,954,50
randoop,9,closure,com.google.javascript.rhino.JSDocInfoBuilder,com.google.javascript.rhino.JSDocInfo,call,278,343,81,607,954,64
randoop-callee5,9,closure,com.google.javascript.rhino.JSDocInfoBuilder,com.google.javascript.rhino.JSDocInfo,call,125,343,36,293,954,31
randoop-caller5,9,closure,com.google.javascript.rhino.JSDocInfoBuilder,com.google.javascript.rhino.JSDocInfo,call,217,343,63,487,954,51
cling,9,closure,com.google.javascript.rhino.head.Parser,com.google.javascript.rhino.head.CompilerEnvirons,call,61,92,66,103,151,68
evosuite-callee5,9,closure,com.google.javascript.rhino.head.Parser,com.google.javascript.rhino.head.CompilerEnvirons,call,92,92,100,139,151,92
evosuite-caller5,9,closure,com.google.javascript.rhino.head.Parser,com.google.javascript.rhino.head.CompilerEnvirons,call,92,92,100,105,151,70
randoop,9,closure,com.google.javascript.rhino.head.Parser,com.google.javascript.rhino.head.CompilerEnvirons,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.Parser,com.google.javascript.rhino.head.CompilerEnvirons,call,82,92,89,105,151,70
randoop-caller5,9,closure,com.google.javascript.rhino.head.Parser,com.google.javascript.rhino.head.CompilerEnvirons,call,17,92,18,5,151,3
cling,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.Context,call,3,514,1,0,1202,0
evosuite-callee5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.Context,call,338,514,66,547,1202,46
evosuite-caller5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.Context,call,339,514,66,520,1202,43
randoop,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.Context,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.Context,call,0,,0,0,,0
randoop-caller5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.Context,call,8,514,2,1,1202,0
cling,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Decompiler,call,43,378,11,103,887,12
evosuite-callee5,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Decompiler,call,374,378,99,477,887,54
evosuite-caller5,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Decompiler,call,374,378,99,481,887,54
randoop,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Decompiler,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Decompiler,call,6,378,2,5,887,1
randoop-caller5,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Decompiler,call,13,378,3,13,887,1
cling,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,85,289,29,63,670,9
evosuite-callee5,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,257,289,89,319,670,48
evosuite-caller5,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,257,289,89,327,670,49
randoop,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,193,289,67,232,670,35
randoop-caller5,9,closure,com.google.javascript.rhino.head.IRFactory,com.google.javascript.rhino.head.Node,call,14,289,5,8,670,1
cling,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,4,971,0,0,2403,0
evosuite-callee5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,599,971,62,685,2403,29
evosuite-caller5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,599,971,62,694,2403,29
randoop,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,0,,0,0,,0
randoop-caller5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.ScriptableObject,call,4,971,0,0,2403,0
cling,9,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,290,971,30,663,2403,28
evosuite-callee5,9,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,599,971,62,685,2403,29
evosuite-caller5,9,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,615,971,63,720,2403,30
randoop,9,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,0,,0,0,,0
randoop-caller5,9,closure,com.google.javascript.rhino.head.ScriptRuntime,com.google.javascript.rhino.head.ScriptableObject,call,0,,0,0,,0
cling,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,0,54,0,0,105,0
evosuite-callee5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,32,54,59,31,105,30
evosuite-caller5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,32,54,59,30,105,29
randoop,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,0,,0,0,,0
randoop-caller5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.InterpretedFunction,call,10,54,19,1,105,1
cling,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,0,29,0,0,66,0
evosuite-callee5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,21,29,72,32,66,48
evosuite-caller5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,21,29,72,30,66,45
randoop,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,23,29,79,34,66,52
randoop-caller5,9,closure,com.google.javascript.rhino.head.Interpreter,com.google.javascript.rhino.head.NativeContinuation,call,0,29,0,0,66,0
cling,9,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,190,1667,11,530,4533,12
evosuite-callee5,9,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,787,1667,47,568,4533,13
evosuite-caller5,9,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,797,1667,48,609,4533,13
randoop,9,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,0,,0,0,,0
randoop-caller5,9,closure,com.google.javascript.rhino.head.NativeArray,com.google.javascript.rhino.head.ScriptRuntime,call,145,1667,9,99,4533,2
cling,9,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,0,289,0,0,670,0
evosuite-callee5,9,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,257,289,89,319,670,48
evosuite-caller5,9,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,257,289,89,326,670,49
randoop,9,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,196,289,68,214,670,32
randoop-callee5,9,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,193,289,67,232,670,35
randoop-caller5,9,closure,com.google.javascript.rhino.head.optimizer.BodyCodegen,com.google.javascript.rhino.head.Node,call,0,,0,0,,0
cling,9,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,138,1667,8,310,4533,7
evosuite-callee5,9,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,787,1667,47,568,4533,13
evosuite-caller5,9,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,791,1667,47,586,4533,13
randoop,9,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,0,,0,0,,0
randoop-caller5,9,closure,com.google.javascript.rhino.head.regexp.NativeRegExp,com.google.javascript.rhino.head.ScriptRuntime,call,27,1667,2,0,4533,0
cling,9,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,0,1667,0,0,4533,0
evosuite-callee5,9,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,787,1667,47,568,4533,13
evosuite-caller5,9,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,787,1667,47,578,4533,13
randoop,9,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,0,,0,0,,0
randoop-caller5,9,closure,com.google.javascript.rhino.head.tools.debugger.Dim,com.google.javascript.rhino.head.ScriptRuntime,call,0,1667,0,0,4533,0
cling,9,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,120,1667,7,88,4533,2
evosuite-callee5,9,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,787,1667,47,568,4533,13
evosuite-caller5,9,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,798,1667,48,588,4533,13
randoop,9,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,0,190,0,0,509,0
randoop-callee5,9,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,0,1667,0,0,4533,0
randoop-caller5,9,closure,com.google.javascript.rhino.head.tools.shell.Global,com.google.javascript.rhino.head.ScriptRuntime,call,135,1667,8,109,4533,2
cling,10,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,50,82,61,0,126,0
evosuite-callee5,10,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,77,82,94,51,126,40
evosuite-caller5,10,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,54,82,66,4,126,3
randoop,10,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,69,82,84,28,126,22
randoop-callee5,10,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,0,,0,0,,0
randoop-caller5,10,mockito,org.mockito.cglib.proxy.Enhancer,org.mockito.cglib.core.AbstractClassGenerator,sub/super,69,82,84,28,126,22
cling,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,10,94,11,0,347,0
evosuite-callee5,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,92,94,98,283,347,82
evosuite-caller5,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,92,94,98,283,347,82
randoop,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,50,99,51,73,347,21
randoop-callee5,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,17,99,17,9,347,3
randoop-caller5,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.SimpleVerifier,sub/super,0,99,0,0,347,0
cling,10,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,62,82,76,4,126,3
evosuite-callee5,10,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,77,82,94,51,126,40
evosuite-caller5,10,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,77,82,94,51,126,40
randoop,10,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,78,82,95,112,126,89
randoop-callee5,10,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,0,,0,0,,0
randoop-caller5,10,mockito,org.mockito.cglib.proxy.Mixin$Generator,org.mockito.cglib.core.AbstractClassGenerator,sub/super,78,82,95,112,126,89
cling,10,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,0,43,0,0,80,0
evosuite-callee5,10,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,0,43,0,0,80,0
evosuite-caller5,10,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,0,43,0,0,80,0
randoop,10,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,3,43,7,3,80,4
randoop-callee5,10,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,0,,0,0,,0
randoop-caller5,10,mockito,org.mockito.cglib.util.SorterTemplate,org.mockito.cglib.util.ParallelSorter,sub/super,0,,0,0,,0
cling,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,5,77,6,6,413,1
evosuite-callee5,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,76,77,99,247,413,60
evosuite-caller5,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,76,77,99,255,413,62
randoop,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,19,77,25,43,413,10
randoop-callee5,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,12,77,16,15,413,4
randoop-caller5,10,mockito,org.mockito.asm.tree.analysis.BasicVerifier,org.mockito.asm.tree.analysis.BasicInterpreter,sub/super,7,77,9,10,413,2
cling,10,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,1,43,2,0,79,0
evosuite-callee5,10,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,0,43,0,0,79,0
evosuite-caller5,10,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,0,43,0,0,79,0
randoop,10,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,0,190,0,0,509,0
randoop-callee5,10,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,10,44,23,4,79,5
randoop-caller5,10,mockito,org.mockito.cglib.core.ClassEmitter,org.mockito.cglib.transform.impl.AddDelegateTransformer,sub/super,0,44,0,0,79,0
cling,10,mockito,org.mockito.cglib.transform.impl.FieldProviderTransformer,org.mockito.cglib.core.ClassEmitter,sub/super,0,77,0,0,212,0
evosuite-callee5,10,mockito,org.mockito.cglib.transform.impl.FieldProviderTransformer,org.mockito.cglib.core.ClassEmitter,sub/super,77,77,100,114,212,54
evosuite-caller5,10,mockito,org.mockito.cglib.transform.impl.FieldProviderTransformer,org.mockito.cglib.core.ClassEmitter,sub/super,77,77,100,114,212,54
randoop,10,mockito,org.mockito.cglib.transform.impl.FieldProviderTransformer,org.mockito.cglib.core.ClassEmitter,sub/super,0,190,0,0,509,0
